kdkab	namakab	kdkec	namakec	kdkel	desakel	laki	perempuan	blm_kwn	kwn	cr_hdp	cr_mati	jml_duk
7318	TANA TORAJA	731827	MAKALE UTARA	7318271002		1603	1571	1823	1143	3	205	3174
7318	TANA TORAJA	731827	MAKALE UTARA	7318271003		912	892	939	718	4	143	1804
7318	TANA TORAJA	731827	MAKALE UTARA	7318271004		975	956	1018	800	9	104	1931
7318	TANA TORAJA	731827	MAKALE UTARA	7318271005		1087	1124	1234	870	14	93	2211
7318	TANA TORAJA	731828	MAPPAK	7318281004	KONDODEWATA	318	285	289	272	1	41	603
7318	TANA TORAJA	731828	MAPPAK	7318282001	TANETE	428	393	471	302	8	40	821
7318	TANA TORAJA	731828	MAPPAK	7318282002	DEWATA	750	667	885	413	52	67	1417
7318	TANA TORAJA	731828	MAPPAK	7318282003	MIALLO	755	654	891	452	12	54	1409
7318	TANA TORAJA	731828	MAPPAK	7318282005	SANGPEPPARIKAN	464	410	511	314	3	46	874
7318	TANA TORAJA	731828	MAPPAK	7318282006	BUTANG	426	416	547	251	3	41	842
7318	TANA TORAJA	731829	MAKALE SELATAN	7318291001		664	621	737	501	6	41	1285
7318	TANA TORAJA	731829	MAKALE SELATAN	7318291002		1011	915	1106	693	18	109	1926
7318	TANA TORAJA	731829	MAKALE SELATAN	7318291003		604	582	704	404	13	65	1186
7318	TANA TORAJA	731829	MAKALE SELATAN	7318291004		791	675	894	484	21	67	1466
7318	TANA TORAJA	731829	MAKALE SELATAN	7318292005		1183	1124	1396	779	29	103	2307
7318	TANA TORAJA	731829	MAKALE SELATAN	7318292006		788	753	962	470	14	95	1541
7318	TANA TORAJA	731829	MAKALE SELATAN	7318292007		947	913	1123	630	19	88	1860
7318	TANA TORAJA	731829	MAKALE SELATAN	7318292008		989	958	1195	621	54	77	1947
7318	TANA TORAJA	731831	MASANDA	7318312001	RATTE	444	380	514	262	5	43	824
7318	TANA TORAJA	731831	MASANDA	7318312002	PALIORONG	332	337	440	203	0	26	669
7318	TANA TORAJA	731831	MASANDA	7318312003	KADUNDUNG	360	277	377	227	4	29	637
7318	TANA TORAJA	731831	MASANDA	7318312004	PONDINGAO	496	451	559	330	24	34	947
7318	TANA TORAJA	731831	MASANDA	7318312005	BELAU	355	273	385	212	1	30	628
7318	TANA TORAJA	731831	MASANDA	7318312006	BELAU UTARA	610	556	655	437	2	72	1166
7318	TANA TORAJA	731831	MASANDA	7318312007	PAKU	476	388	471	393	0	0	864
7318	TANA TORAJA	731831	MASANDA	7318312008	SESE SALU	684	626	760	490	15	45	1310
7318	TANA TORAJA	731833	SANGGALA SELATAN	7318331005	RANTE ALANG	384	394	432	306	4	36	778
7318	TANA TORAJA	731833	SANGGALA SELATAN	7318332001	BATUALU	726	707	838	518	8	69	1433
7318	TANA TORAJA	731833	SANGGALA SELATAN	7318332002	TOKESAN	1194	1085	1271	852	2	154	2279
7318	TANA TORAJA	731833	SANGGALA SELATAN	7318332003	BATUALU SELATAN	903	861	997	662	15	89	1764
7318	TANA TORAJA	731833	SANGGALA SELATAN	7318332004	RARU SIBUNUAN	822	813	927	615	0	93	1635
7318	TANA TORAJA	731834	SANGGALA UTARA	7318341001	LEATUNG	638	608	701	461	11	73	1246
7318	TANA TORAJA	731834	SANGGALA UTARA	7318342002	RANTELA BI KAMBISA	330	340	376	246	11	37	670
7318	TANA TORAJA	731834	SANGGALA UTARA	7318342003	LEATUNG MATALLO	715	701	783	537	16	80	1416
7318	TANA TORAJA	731834	SANGGALA UTARA	7318342004	SALUALLO	969	964	1083	723	34	93	1933
7318	TANA TORAJA	731834	SANGGALA UTARA	7318342005	TUMBANG DATU	718	743	798	543	26	94	1461
7318	TANA TORAJA	731834	SANGGALA UTARA	7318342006	BEBO	625	590	647	463	0	105	1215
7318	TANA TORAJA	731835	MALIMBONG BALEPE'	7318351001	MALIMBONG	1007	949	1217	640	17	82	1956
7318	TANA TORAJA	731835	MALIMBONG BALEPE'	7318352002	LEPPAN	1099	1025	1322	682	11	109	2124
7318	TANA TORAJA	731835	MALIMBONG BALEPE'	7318352003	KOLE SAWANGAN	926	890	1179	550	1	86	1816
7318	TANA TORAJA	731835	MALIMBONG BALEPE'	7318352004	KOLE BAREBATU	477	469	525	365	11	45	946
7318	TANA TORAJA	731835	MALIMBONG BALEPE'	7318352005	LEMO MENDURUK	973	960	1379	535	3	16	1933
7318	TANA TORAJA	731835	MALIMBONG BALEPE'	7318352006	BALEPE'	932	879	1019	670	1	121	1811
7318	TANA TORAJA	731837	RANO	7318372001	RANO	705	653	912	363	1	82	1358
7318	TANA TORAJA	731837	RANO	7318372002	RANO UTARA	945	931	1189	591	10	86	1876
7318	TANA TORAJA	731837	RANO	7318372003	RUMANDAN	699	710	818	532	4	55	1409
7318	TANA TORAJA	731837	RANO	7318372004	RANO TENGAH	649	551	778	359	0	63	1200
7318	TANA TORAJA	731837	RANO	7318372005	RANO TIMUR	561	513	659	342	1	72	1074
7318	TANA TORAJA	731838	KURRA	7318381002	BAMBALU	21	17	18	18	0	2	38
7318	TANA TORAJA	731838	KURRA	7318382001	RATTE KURRA	502	450	567	341	8	36	952
7318	TANA TORAJA	731838	KURRA	7318382002		585	492	640	381	5	51	1077
7318	TANA TORAJA	731838	KURRA	7318382003	MAROSON	781	713	970	500	8	16	1494
7318	TANA TORAJA	731838	KURRA	7318382004	LIPUNGAN TANETE	343	335	405	250	3	20	678
7318	TANA TORAJA	731838	KURRA	7318382005	RANTELIMBONG	472	362	477	310	6	41	834
7318	TANA TORAJA	731838	KURRA	7318382006	LIMBONG SANGPOLO	440	373	532	245	15	21	813
7322	LUWU UTARA	732201	MALANGKE	7322012001	PATTIMANG	2279	2146	2377	1843	79	126	4425
7322	LUWU UTARA	732201	MALANGKE	7322012002	MALANGKE	1035	1001	1125	791	38	82	2036
7322	LUWU UTARA	732201	MALANGKE	7322012003	BENTENG	1228	1143	1423	845	26	77	2371
7322	LUWU UTARA	732201	MALANGKE	7322012004	TO'LADA	3185	3068	3438	2483	86	246	6253
7322	LUWU UTARA	732201	MALANGKE	7322012005	SALEKOE	2377	2269	2440	2001	67	138	4646
7322	LUWU UTARA	732201	MALANGKE	7322012006	PUTE MATA	775	760	829	630	27	49	1535
7322	LUWU UTARA	732201	MALANGKE	7322012007	TINGKARAN	873	930	863	834	35	71	1803
7322	LUWU UTARA	732201	MALANGKE	7322012008	LADONGI	929	905	988	805	6	35	1834
7322	LUWU UTARA	732201	MALANGKE	7322012009	GIRIKUSUMA	793	762	827	658	15	55	1555
7322	LUWU UTARA	732201	MALANGKE	7322012010	TANDUNG	1601	1511	1491	1486	41	94	3112
7322	LUWU UTARA	732201	MALANGKE	7322012011	TAKKALALA	1611	1614	1843	1231	48	103	3225
7322	LUWU UTARA	732201	MALANGKE	7322012012	PERSIAPAN PINCE P	418	365	431	315	7	30	783
7322	LUWU UTARA	732201	MALANGKE	7322012013	PERSIAPAN TOKKE	1156	1079	1265	864	17	89	2235
7322	LUWU UTARA	732201	MALANGKE	7322012014		452	435	513	338	8	28	887
7322	LUWU UTARA	732202	BONE-BONE	7322022001	BONE BONE	2387	2404	2620	1866	67	238	4791
7322	LUWU UTARA	732202	BONE-BONE	7322022002	TAMUKU	1889	1908	1964	1663	37	133	3797
7322	LUWU UTARA	732202	BONE-BONE	7322022003	RAMPOANG	1010	1043	1174	764	26	89	2053
7322	LUWU UTARA	732202	BONE-BONE	7322022004	MUNTE	1122	1080	1287	793	42	80	2202
7322	LUWU UTARA	732202	BONE-BONE	7322022005	BUNGADIDI	2811	2693	3239	2011	82	172	5504
7322	LUWU UTARA	732202	BONE-BONE	7322022006	PATILA	2672	2631	2658	2365	73	207	5303
7322	LUWU UTARA	732202	BONE-BONE	7322022007	SIDOMUKTI	2002	1875	1742	1936	37	162	3877
7322	LUWU UTARA	732202	BONE-BONE	7322022008	SUKARAYA	1310	1247	1163	1274	19	101	2557
7322	LUWU UTARA	732202	BONE-BONE	7322022009	SIDOBINAN	791	710	647	775	11	68	1501
7322	LUWU UTARA	732202	BONE-BONE	7322022010	SIDOMAKMU	561	507	474	530	6	58	1068
7322	LUWU UTARA	732202	BONE-BONE	7322022011	BATANG TO	643	615	723	473	18	44	1258
7322	LUWU UTARA	732202	BONE-BONE	7322022012	PATOLOAN	3124	2876	3133	2593	89	185	6000
7322	LUWU UTARA	732202	BONE-BONE	7322022013	POREANG	1531	1412	1720	1058	42	123	2943
7322	LUWU UTARA	732202	BONE-BONE	7322022014		1168	1061	1163	981	12	73	2229
7322	LUWU UTARA	732202	BONE-BONE	7322022015	BANYUURIP	1923	1916	1944	1657	47	191	3839
7322	LUWU UTARA	732202	BONE-BONE	7322022016	BUNGAPATI	1540	1349	1644	1107	45	93	2889
7322	LUWU UTARA	732202	BONE-BONE	7322022017	PONGKO	807	763	844	663	10	53	1570
7322	LUWU UTARA	732202	BONE-BONE	7322022018	BANTIMURU	939	827	963	721	22	60	1766
7322	LUWU UTARA	732202	BONE-BONE	7322022019	KARONDANG	860	851	992	624	21	74	1711
7322	LUWU UTARA	732202	BONE-BONE	7322022020	MUKTISARI	995	917	1014	824	10	64	1912
7322	LUWU UTARA	732202	BONE-BONE	7322022021		3	3	3	3	0	0	6
7322	LUWU UTARA	732203	MASAMBA	7322031001		3199	3085	3424	2560	79	221	6284
7322	LUWU UTARA	732203	MASAMBA	7322031002		3377	3442	3723	2696	122	278	6819
7322	LUWU UTARA	732203	MASAMBA	7322031003		1762	1900	1994	1456	72	140	3662
7322	LUWU UTARA	732203	MASAMBA	7322031004		2630	2731	2939	2150	80	192	5361
7322	LUWU UTARA	732203	MASAMBA	7322032005	PINCARA	345	294	353	247	18	21	639
7322	LUWU UTARA	732203	MASAMBA	7322032006	BALEBO	688	685	790	504	15	64	1373
7322	LUWU UTARA	732203	MASAMBA	7322032008	POMBAKKA	581	565	561	538	14	33	1146
7322	LUWU UTARA	732203	MASAMBA	7322032009	ROMPU	879	834	988	629	26	70	1713
7322	LUWU UTARA	732203	MASAMBA	7322032010	LANTANG TALLANG	458	446	531	311	15	47	904
7322	LUWU UTARA	732203	MASAMBA	7322032011	LAPAPA	514	511	541	420	17	47	1025
7322	LUWU UTARA	732203	MASAMBA	7322032012	L E R O	488	479	491	410	5	61	967
7322	LUWU UTARA	732203	MASAMBA	7322032013	MASAMBA	458	448	542	320	6	38	906
7322	LUWU UTARA	732203	MASAMBA	7322032014		614	644	652	508	28	70	1258
7322	LUWU UTARA	732203	MASAMBA	7322032015	SEPAKAT	853	837	975	628	30	57	1690
7322	LUWU UTARA	732203	MASAMBA	7322032016	PONGO	1119	1114	1111	1018	32	72	2233
7322	LUWU UTARA	732203	MASAMBA	7322032017	TORADA	206	207	243	130	12	28	413
7322	LUWU UTARA	732203	MASAMBA	7322032018	KAMIRI	651	639	720	484	18	68	1290
7322	LUWU UTARA	732203	MASAMBA	7322032019	SUMILLIN	311	303	285	295	9	25	614
7322	LUWU UTARA	732203	MASAMBA	7322032020	UPT MAIPI	1171	1241	1247	1014	27	124	2412
7322	LUWU UTARA	732204	SABBANG	7322042001	BUANGIN	2703	2506	2924	2020	61	204	5209
7322	LUWU UTARA	732204	SABBANG	7322042002	SABBANG	1378	1411	1537	1078	44	130	2789
7322	LUWU UTARA	732204	SABBANG	7322042003	PARARRA	837	763	857	631	25	87	1600
7322	LUWU UTARA	732204	SABBANG	7322042004	TANDUNG	689	628	736	506	16	59	1317
7322	LUWU UTARA	732204	SABBANG	7322042005	MARI-MARI	1694	1648	1797	1345	47	153	3342
7322	LUWU UTARA	732204	SABBANG	7322042006	KALOTOK	1511	1488	1724	1115	40	120	2999
7322	LUWU UTARA	732204	SABBANG	7322042007	MALIMBU	1400	1347	1410	1160	42	135	2747
7322	LUWU UTARA	732204	SABBANG	7322042008	TULAK TALLU	1001	960	1009	857	31	64	1961
7322	LUWU UTARA	732204	SABBANG	7322042009	BAKKA	1091	1090	1110	935	22	114	2181
7322	LUWU UTARA	732204	SABBANG	7322042010	TETE URI	1056	989	1109	830	31	75	2045
7322	LUWU UTARA	732204	SABBANG	7322042011	POMPANIKI	698	767	836	534	20	75	1465
7322	LUWU UTARA	732204	SABBANG	7322042012	MAROBO	1162	1203	1270	965	59	71	2365
7322	LUWU UTARA	732204	SABBANG	7322042013	DANDANG	1393	1395	1535	1098	40	115	2788
7322	LUWU UTARA	732204	SABBANG	7322042014		1649	1521	1668	1379	34	89	3170
7322	LUWU UTARA	732204	SABBANG	7322042015	BONE SUBUR	1873	1764	1957	1501	48	131	3637
7322	LUWU UTARA	732204	SABBANG	7322042016	BATU ALANG	777	764	767	705	18	51	1541
7322	LUWU UTARA	732204	SABBANG	7322042017	KAMPUNG BARU	587	607	645	481	13	55	1194
7322	LUWU UTARA	732204	SABBANG	7322042018	TERPEDO JAYA	521	536	460	551	8	38	1057
7322	LUWU UTARA	732204	SABBANG	7322042019	PENGKENDEKAN	1054	960	1146	757	29	82	2014
7322	LUWU UTARA	732204	SABBANG	7322042020	SALAMA	809	756	755	738	24	48	1565
7322	LUWU UTARA	732205	LIMBONG	7322052001	MARAMPA	318	294	405	179	6	22	612
7322	LUWU UTARA	732205	LIMBONG	7322052002	PENGKENDE	327	304	379	213	10	29	631
7322	LUWU UTARA	732205	LIMBONG	7322052003	KANANDEDE	440	386	477	300	6	43	826
7322	LUWU UTARA	732205	LIMBONG	7322052004	RINDING A	431	381	458	314	5	35	812
7322	LUWU UTARA	732205	LIMBONG	7322052005	MINANGA	356	330	384	269	10	23	686
7322	LUWU UTARA	732205	LIMBONG	7322052006	KOMBA	230	225	260	169	4	22	455
7322	LUWU UTARA	732205	LIMBONG	7322052007	LIMBONG	211	207	231	158	4	25	418
7322	LUWU UTARA	732206	SUKAMAJU	7322062001	LAMPUAWA	1215	1189	1262	1004	39	99	2404
7322	LUWU UTARA	732206	SUKAMAJU	7322062002	KATULUNGAN	1599	1523	1455	1529	25	113	3122
7322	LUWU UTARA	732206	SUKAMAJU	7322062003	SALULEMO	987	926	1001	818	25	69	1913
7322	LUWU UTARA	732206	SUKAMAJU	7322062004	KALUKU	1421	1415	1511	1148	41	136	2836
7322	LUWU UTARA	732206	SUKAMAJU	7322062005	SUKAMAJU	2216	2228	2181	2024	40	199	4444
7322	LUWU UTARA	732206	SUKAMAJU	7322062006	SUKADAMAI	434	446	361	469	13	37	880
7322	LUWU UTARA	732206	SUKAMAJU	7322062007	SIDORAHARJO	1198	1172	1029	1211	23	107	2370
7322	LUWU UTARA	732206	SUKAMAJU	7322062008	MULYOREJO	2340	2315	2209	2125	68	253	4655
7322	LUWU UTARA	732206	SUKAMAJU	7322062009	WONOKERTO	1697	1565	1514	1557	31	160	3262
7322	LUWU UTARA	732206	SUKAMAJU	7322062010	TAMBOKE	824	753	844	632	32	69	1577
7322	LUWU UTARA	732206	SUKAMAJU	7322062011	SUBUR	696	681	639	676	14	48	1377
7322	LUWU UTARA	732206	SUKAMAJU	7322062012	RAWAMANGUN	1643	1577	1543	1522	28	127	3220
7322	LUWU UTARA	732206	SUKAMAJU	7322062013	TOLANGI	1135	1092	1214	891	42	80	2227
7322	LUWU UTARA	732206	SUKAMAJU	7322062014		1071	1025	881	1113	16	86	2096
7322	LUWU UTARA	732206	SUKAMAJU	7322062015	PAOMACANG	614	540	605	490	13	46	1154
7322	LUWU UTARA	732206	SUKAMAJU	7322062016	SUMBER BARU	503	469	444	460	14	54	972
7322	LUWU UTARA	732206	SUKAMAJU	7322062017	SUKAHARAPAN	417	365	426	328	12	16	782
7322	LUWU UTARA	732206	SUKAMAJU	7322062018	LINO	499	524	518	442	6	57	1023
7322	LUWU UTARA	732206	SUKAMAJU	7322062019	MINANGA TALLU	1070	1033	1084	920	31	68	2103
7322	LUWU UTARA	732206	SUKAMAJU	7322062020	WONOSARI	521	474	434	520	7	34	995
7322	LUWU UTARA	732206	SUKAMAJU	7322062021	MULYASARI	767	711	685	726	21	46	1478
7322	LUWU UTARA	732206	SUKAMAJU	7322062022	SAPTAMARGA	972	968	1054	771	23	92	1940
7322	LUWU UTARA	732206	SUKAMAJU	7322062023	SUKAMUKTI	678	696	664	630	20	60	1374
7322	LUWU UTARA	732206	SUKAMAJU	7322062024	TULUNG SA	629	598	548	612	12	55	1227
7322	LUWU UTARA	732206	SUKAMAJU	7322062025	BANYUWANGI	142	148	117	153	2	18	290
7322	LUWU UTARA	732207	SEKO	7322072001	TIROBALI	603	560	661	457	10	35	1163
7322	LUWU UTARA	732207	SEKO	7322072002	MALIMONGAN	560	522	629	423	4	26	1082
7322	LUWU UTARA	732207	SEKO	7322072003	TANAMA KALEANG	1030	990	1110	830	23	57	2020
7322	LUWU UTARA	732207	SEKO	7322072004	PADANG BALUA	709	711	760	596	12	52	1420
7322	LUWU UTARA	732207	SEKO	7322072005	PADANG RAYA	358	290	318	297	11	22	648
7322	LUWU UTARA	732207	SEKO	7322072006	EMBONATANAH	830	735	864	613	34	54	1565
7322	LUWU UTARA	732207	SEKO	7322072007	WONO	481	481	430	491	6	35	962
7322	LUWU UTARA	732207	SEKO	7322072008	BEROPPA	481	438	472	406	3	38	919
7322	LUWU UTARA	732207	SEKO	7322072009	LODANG	579	553	553	531	13	35	1132
7322	LUWU UTARA	732207	SEKO	7322072010	TALOTO	564	546	566	495	9	40	1110
7322	LUWU UTARA	732207	SEKO	7322072011	HOYANE	469	446	525	353	4	33	915
7322	LUWU UTARA	732207	SEKO	7322072012	TAPIHAHOI	599	524	613	468	11	31	1123
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082001	CENNING	1963	1906	2274	1399	53	143	3869
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082002	PENGKAJOANG	1372	1326	1527	1035	37	99	2698
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082003	PAO	1412	1427	1554	1144	28	113	2839
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082004	ARUSU	1838	1892	1991	1540	60	139	3730
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082005	BAKU-BAKU	1829	1805	1977	1455	81	121	3634
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082006	WARA	1452	1302	1644	996	29	85	2754
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082007	WAELAWI	673	671	771	498	13	62	1344
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082008	PEMBUNIANG	373	347	408	280	12	20	720
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082009	LIMBONG WARA	271	238	276	225	1	7	509
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082010	KALITATA	913	845	936	751	16	55	1758
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082011	POMBAKKA	1067	1055	1240	814	2	66	2122
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082012		1325	1364	1451	1069	55	114	2689
7322	LUWU UTARA	732208	MALANGKE BARAT	7322082013		513	531	473	523	12	36	1044
7322	LUWU UTARA	732209	RAMPI	7322092001	RAMPI	199	132	195	124	3	9	331
7322	LUWU UTARA	732209	RAMPI	7322092002	ONONDOA	583	496	569	453	3	54	1079
7322	LUWU UTARA	732209	RAMPI	7322092003	LEBONI	216	158	217	149	2	6	374
7322	LUWU UTARA	732209	RAMPI	7322092004	DODOLO	185	167	196	144	4	8	352
7322	LUWU UTARA	732209	RAMPI	7322092005	SULAKU	269	250	276	219	5	19	519
7322	LUWU UTARA	732209	RAMPI	7322092006	TEDEBOE	335	305	353	264	1	22	640
7322	LUWU UTARA	732210	MAPPEDECENG	7322102001	MAPPEDECENG	1902	1885	2155	1420	54	158	3787
7322	LUWU UTARA	732210	MAPPEDECENG	7322102002	CENDANA PUTIH	1218	1186	1103	1175	22	104	2404
7322	LUWU UTARA	732210	MAPPEDECENG	7322102003	HASANAH	940	932	780	958	39	95	1872
7322	LUWU UTARA	732210	MAPPEDECENG	7322102004	KAPIDI	1470	1465	1508	1252	63	112	2935
7322	LUWU UTARA	732210	MAPPEDECENG	7322102005	URASO	987	963	955	874	48	73	1950
7322	LUWU UTARA	732210	MAPPEDECENG	7322102006	BENTENG	715	769	820	580	18	66	1484
7322	LUWU UTARA	732210	MAPPEDECENG	7322102007	UJUNG MATTAJANG	603	642	550	613	24	58	1245
7322	LUWU UTARA	732210	MAPPEDECENG	7322102008	HARAPAN/KAMPUNG BARU	946	937	984	801	41	57	1883
7322	LUWU UTARA	732210	MAPPEDECENG	7322102009	CENDANA PUTIH SATU	1192	1191	1054	1205	20	104	2383
7322	LUWU UTARA	732210	MAPPEDECENG	7322102010	MANGALLE	430	424	416	397	14	27	854
7322	LUWU UTARA	732210	MAPPEDECENG	7322102011	SUMBER WANGI	275	243	260	233	11	14	518
7322	LUWU UTARA	732210	MAPPEDECENG	7322102012	SUMBER HARUM	669	664	550	714	16	53	1333
7322	LUWU UTARA	732210	MAPPEDECENG	7322102013	MEKAR JAYA TONDOK	604	583	521	612	6	48	1187
7322	LUWU UTARA	732210	MAPPEDECENG	7322102014		636	603	612	558	19	50	1239
7322	LUWU UTARA	732210	MAPPEDECENG	7322102015	TARRA TALLU	540	525	545	460	13	47	1065
7322	LUWU UTARA	732211	BAEBUNTA	7322112001	LARA	3329	3249	3419	2877	85	197	6578
7322	LUWU UTARA	732211	BAEBUNTA	7322112002	SALULEMO	2450	2277	2511	1964	49	203	4727
7322	LUWU UTARA	732211	BAEBUNTA	7322112003	RADDA	2854	2800	3093	2276	88	197	5654
7322	LUWU UTARA	732211	BAEBUNTA	7322112004	BAEBUNTA	3392	3487	3807	2735	90	247	6879
7322	LUWU UTARA	732211	BAEBUNTA	7322112005	SALASSA	1385	1387	1502	1044	70	156	2772
7322	LUWU UTARA	732211	BAEBUNTA	7322112006	LEMBANG-LEMBANG	1092	986	1203	783	14	78	2078
7322	LUWU UTARA	732211	BAEBUNTA	7322112007	TAROBOK	1894	1745	2005	1458	73	103	3639
7322	LUWU UTARA	732211	BAEBUNTA	7322112008	MARIO	1777	1744	1796	1568	45	112	3521
7322	LUWU UTARA	732211	BAEBUNTA	7322112009	SASSA	2139	2076	2304	1647	65	199	4215
7322	LUWU UTARA	732211	BAEBUNTA	7322112010	KARIANGO	575	525	593	431	26	50	1100
7322	LUWU UTARA	732211	BAEBUNTA	7322112011	MELI	999	902	1080	716	19	86	1901
7322	LUWU UTARA	732211	BAEBUNTA	7322112012	BERINGIN	1455	1369	1477	1220	40	87	2824
7322	LUWU UTARA	732211	BAEBUNTA	7322112013	PALANDANG	455	411	465	344	11	46	866
7322	LUWU UTARA	732211	BAEBUNTA	7322112014		748	688	854	537	12	33	1436
7322	LUWU UTARA	732211	BAEBUNTA	7322112015	BUMI HARAPAN	813	724	855	621	12	49	1537
7322	LUWU UTARA	732211	BAEBUNTA	7322112016	LAWEWE	833	808	924	643	23	51	1641
7322	LUWU UTARA	732211	BAEBUNTA	7322112017	PERS. MUKTI JAYA	639	623	598	603	19	42	1262
7322	LUWU UTARA	732211	BAEBUNTA	7322112018	PERS. MUKTI TAMA	972	870	1100	678	10	54	1842
7322	LUWU UTARA	732211	BAEBUNTA	7322112019	PERS. POLEWALI	439	450	438	395	16	40	889
7322	LUWU UTARA	732211	BAEBUNTA	7322112020	MEKAR SARI JAYA	373	305	349	313	1	15	678
7322	LUWU UTARA	732212	BURAU	7322122001	LAUWO	1	0	1	0	0	0	1
7322	LUWU UTARA	732212	BURAU	7322122002	LAGEGO	1	1	0	2	0	0	2
7322	LUWU UTARA	732212	BURAU	7322122003	BURAU	10	10	10	10	0	0	20
7322	LUWU UTARA	732212	BURAU	7322122007	LARO	0	1	1	0	0	0	1
7322	LUWU UTARA	732212	BURAU	7322122008	LEWONU	0	2	0	2	0	0	2
7322	LUWU UTARA	732212	BURAU	7322122009	LANOSI	1	1	2	0	0	0	2
7322	LUWU UTARA	732212	BURAU	7322122010	BONEPUTE	1	1	1	1	0	0	2
7324	LUWU TIMUR	732401	MANGKUTANA	7324012001	MALEKU	1435	1414	1555	1153	40	101	2849
7324	LUWU TIMUR	732401	MANGKUTANA	7324012002	WONOREJO	2534	2484	2410	2410	26	172	5018
7324	LUWU TIMUR	732401	MANGKUTANA	7324012003	MARGOLEMBO	2373	2196	2282	2108	49	130	4569
7324	LUWU TIMUR	732401	MANGKUTANA	7324012004	TEROMU	1262	1230	1321	1051	30	90	2492
7324	LUWU TIMUR	732401	MANGKUTANA	7324012007	MANGGALA	482	442	542	349	13	20	924
7324	LUWU TIMUR	732401	MANGKUTANA	7324012009	KASINTUWU	1920	1776	1878	1658	48	112	3696
7324	LUWU TIMUR	732401	MANGKUTANA	7324012011	BALAI KEMBANG	1021	920	1049	795	30	67	1941
7324	LUWU TIMUR	732401	MANGKUTANA	7324012013	PANCA KARSA	799	762	823	671	20	47	1561
7324	LUWU TIMUR	732401	MANGKUTANA	7324012014		6	9	9	2	1	3	15
7324	LUWU TIMUR	732401	MANGKUTANA	7324012016		2	1	1	1	0	1	3
7324	LUWU TIMUR	732402	NUHA	7324021007		24	28	31	20	0	1	52
7324	LUWU TIMUR	732402	NUHA	7324022001	NUHA	273	282	286	255	4	10	555
7324	LUWU TIMUR	732402	NUHA	7324022003	NIKKEL	3258	3009	3428	2673	67	99	6267
7324	LUWU TIMUR	732402	NUHA	7324022005	MATANO	906	783	972	674	9	34	1689
7324	LUWU TIMUR	732402	NUHA	7324022007	MAGANI	3553	3110	3699	2874	37	53	6663
7324	LUWU TIMUR	732402	NUHA	7324022009	SOROAKO	3914	3436	4193	3025	56	76	7350
7324	LUWU TIMUR	732403	TOWUTI	7324032001	LOEHA	499	448	569	362	2	14	947
7324	LUWU TIMUR	732403	TOWUTI	7324032002	MAHALONA	2478	2180	2497	2083	16	62	4658
7324	LUWU TIMUR	732403	TOWUTI	7324032003	TIMAMPU	1340	1219	1517	959	9	74	2559
7324	LUWU TIMUR	732403	TOWUTI	7324032004	WAWONDULA	2551	2313	2842	1929	35	58	4864
7324	LUWU TIMUR	732403	TOWUTI	7324032005	LANGKEA RAYA	1874	1746	2114	1432	20	54	3620
7324	LUWU TIMUR	732403	TOWUTI	7324032006	TOKALIMBO	326	320	350	273	2	21	646
7324	LUWU TIMUR	732403	TOWUTI	7324032007	BARUGA	1238	1138	1396	928	10	42	2376
7324	LUWU TIMUR	732403	TOWUTI	7324032008	PEKALOA	1391	1278	1553	1036	18	62	2669
7324	LUWU TIMUR	732403	TOWUTI	7324032009	LIOKA	1035	870	1109	749	11	36	1905
7324	LUWU TIMUR	732403	TOWUTI	7324032010	ASULI	2267	1901	2414	1666	39	49	4168
7324	LUWU TIMUR	732403	TOWUTI	7324032011	BANTILANG	894	829	1011	644	12	56	1723
7324	LUWU TIMUR	732403	TOWUTI	7324032012		350	319	402	242	6	19	669
7324	LUWU TIMUR	732403	TOWUTI	7324032013		570	522	683	391	1	17	1092
7324	LUWU TIMUR	732403	TOWUTI	7324032015		3	3	1	4	1	0	6
7324	LUWU TIMUR	732403	TOWUTI	7324032016		1	1	2	0	0	0	2
7324	LUWU TIMUR	732403	TOWUTI	7324032017		5	1	2	4	0	0	6
7324	LUWU TIMUR	732403	TOWUTI	7324032018		8	4	8	2	1	1	12
7324	LUWU TIMUR	732404	MALILI	7324041003		2	4	5	0	0	1	6
7324	LUWU TIMUR	732404	MALILI	7324042001	HARAPAN	1146	1036	1254	890	9	29	2182
7324	LUWU TIMUR	732404	MALILI	7324042002	LASKAP	978	878	1054	740	14	48	1856
7324	LUWU TIMUR	732404	MALILI	7324042003	MALILI	2625	2466	2952	1971	39	129	5091
7324	LUWU TIMUR	732404	MALILI	7324042004	MANURUNG	2097	1979	2281	1635	32	128	4076
7324	LUWU TIMUR	732404	MALILI	7324042005	WEWANGRIU	1398	1397	1647	1038	37	73	2795
